Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE49651,"Nucleosome Positioning and Histone Modifications Define Relationships between Regulatory Elements and Nearby Gene Expression in Breast Epithelial Cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BED;BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49651/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA214613",24885402,SRP028597,"Suhn K Rhie","Dec 31, 2013"
GSE52469,"Cyclin-dependent kinase 6 is a chromatin-bound cofactor for nuclear factor kappaB-dependent gene expression [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52469/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA229063",24389100,SRP033101,"Marek Bartkuhn","Dec 31, 2013"
GSE52470,"Cyclin-dependent kinase 6 is a chromatin-bound cofactor for nuclear factor kappaB-dependent gene expression","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",70,,"BED;TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52470/suppl",24389100,,"Marek Bartkuhn","Dec 31, 2013"
GSE51497,"Glucocorticoid Receptor and Androgen Receptor DNA binding in LREX'","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51497/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA223314",24315100,SRP031653,"Bic MSKCC","Dec 27, 2013"
GSE51800,"NOTCH1/RBPJ complexes drive target gene expression through dynamic interactions with super-enhancers","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51800/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA225097",24374627;25369933;25418913,SRP032281,"Chongzhi Zang","Dec 27, 2013"
GSE48515,"ChIP-seq in MRC5 hIPSCs overexpressing MEG3 RNA.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48515/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA210418",24374312,SRP026532,"Roberto Bonasio","Dec 25, 2013"
GSE48516,"ChIP-seq in MEG3+ and MEG3- hIPSCs","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",35,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48516/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA210416",24374312,SRP026533,"Roberto Bonasio","Dec 25, 2013"
GSE48518,"Interactions between JARID2 and noncoding RNAs regulate PRC2 recruitment to chromatin","Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens;Mus musculus",45,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48518/suppl",24374312,,"Roberto Bonasio","Dec 25, 2013"
GSE53601,"ChIP-Seq of Transcriptional Components in Ly1 DLBCL and Colon carcinoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53601/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA232474",,SRP034696,"Richard A Young","Dec 24, 2013"
GSE53602,"ChIP-Seq of Transcriptional Components in Colon carcinoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53602/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA232472",,SRP034697,"Richard A Young","Dec 24, 2013"
GSE50622,"Targeting transcriptional dependencies in cancer using a covalent CDK7 inhibitor (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50622/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA218106",25043025,SRP029600,"Richard A Young","Dec 23, 2013"
GSE50625,"Targeting transcriptional dependencies in cancer using a covalent CDK7 inhibitor","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",92,,"CEL;CHP;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50625/suppl",25043025,,"Richard A Young","Dec 23, 2013"
GSE52632,"Epstein Barr Virus Nuclear Antigen 3C binds to BATF/IRF4/SPI1 sites and represses CDKN2A by recruiting Sin3A","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA229507",24344258,SRP033247,"Hufeng Zhou","Dec 22, 2013"
GSE52773,"Transcriptional programming of dendritic cells for enhanced major histocompatibility complex class II antigen presentation","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",41,,"TXT;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52773/suppl",24362890,,"Jason A Hackney","Dec 22, 2013"
GSE43111,"TP63 regulation of epithelial to mesenchymal transition in an experimental prostate cell model","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;TXT;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43111/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA184585",23658742,SRP017663,"jie liu","Dec 20, 2013"
GSE40740,"Genome wide co-localization of Polycomb orthologs and their effects on gene expression in human fibroblasts","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",27,,"BED;TSV;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40740/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA174794",24485159,SRP015678,"Gordon Peters","Dec 19, 2013"
GSE52437,"Switch Enhancer Elements Control Cell Fate in Human Embryonic Stem Cells (ChIP-Seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52437/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA228926",24332857,SRP033079,"Tobias Andreas Beyer","Dec 18, 2013"
GSE52440,"Switch Enhancer Elements Control Cell Fate in Human Embryonic Stem Cells","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,,,24332857,,"Tobias Andreas Beyer","Dec 18, 2013"
GSE40689,"Beta arrestin1 associated genomic regions in nicotine induced Non-Small Cell Lung Carcinoma (NSCLC) cell line A549","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40689/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA174623",25600647,SRP015629,"Jonathan Nguyen","Dec 16, 2013"
GSE44267,"Cohesin and CTCF Differentially Affect the Chromatin Architecture and Gene Expression in Human Cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",18,,"BW;RPKM;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44267/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA189267",24335803,SRP018571,"Jesse R Dixon","Dec 16, 2013"
GSE50723,"Whole genome mapping of STAT3 binding sites in the two major subtypes of diffuse large B cell lymphoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",18,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50723/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA218584",24142927,SRP029740,"Jennifer Marion Hardee","Dec 16, 2013"
GSE50724,"Correlation between STAT3 binding presence and gene expression levels in subtypes of diffuse large B cell lymphoma","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",27,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50724/suppl",24142927,,"Jennifer Marion Hardee","Dec 16, 2013"
GSE43743,"ChIP-Seq of transcriptional regulators in MM1S cells upon small molecule treatment.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",21,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43743/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA187203",24336317,SRP018149,"Richard A Young","Dec 13, 2013"
GSE44098,"Chem-Seq of chemical derivatives in MM1S cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44098/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA188673",24336317,SRP018415,"Richard A Young","Dec 13, 2013"
GSE46663,"Discovery and Characterization of Super-Enhancer Associated Dependencies in Diffuse Large B-Cell Lymphoma","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",34,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46663/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA201426",24332044,SRP022129,"James Bradner","Dec 10, 2013"
GSE53023,"Architecture of Epigenetic Reprogramming Following Twist1 Mediated Epithelial-Mesenchymal Transition [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53023/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA230691",24367927,SRP033534,"Gabriel G Malouf","Dec 10, 2013"
GSE53026,"Architecture of Epigenetic Reprogramming Following Twist1 Mediated Epithelial-Mesenchymal Transition","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",19,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53026/suppl",24367927,,"Gabriel G Malouf","Dec 10, 2013"
GSE51425,"Inflammatory bowel disease risk loci overlap with DNA regulatory regions in immune cells and intestinal epithelium","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"COD;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51425/suppl",24333384,,"Michal Mokry","Dec 06, 2013"
GSE40867,"Global mapping of estrogen receptor and histone modifications in breast tumor samples uncovers distinct patterns for aromatase inhibitor resistance","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40867/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA175144",24242068,SRP015749,"Wilbert Zwart","Dec 05, 2013"
GSE51936,"Genome-wide analyses of GATA6 occupancy and functions provide insights into its oncogenic mechanisms in human gastric cancer [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51936/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA225860",24317510,SRP032446,"Ramesh Shivdasani","Dec 02, 2013"
GSE33930,"Genome-wide mapping of histone methylation in human melanocytes and melanoma cell lines","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",12,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33930/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA148233",,SRP009470,"HAI LONG","Dec 01, 2013"
GSE52824,"Derivation of novel human ground state naïve pluripotent stem cells.","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens;Mus musculus",71,,"BED;CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52824/suppl",24172903,,"Noa Novershtern","Nov 29, 2013"
GSE52617,"Derivation of novel human ground state naïve pluripotent stem cells [ChIP-seq; RRBS-seq]","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens;Mus musculus",59,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52617/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA229486",24172903,SRP033238,"Noa Novershtern","Nov 28, 2013"
GSE50243,"FOXO3 selectively amplifies enhancer activity to establish target gene regulation.","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",18,,"BED;RPKM;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50243/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA217329",24360957,SRP029259,"Michal Mokry","Nov 26, 2013"
GSE51915,"Systematic evaluation of DNase-seq experimental parameters","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",23,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51915/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA225824",24317252,SRP032424,"Housheng Hansen He","Nov 25, 2013"
GSE52657,"Dynamic developmental signaling logic underlying lineage bifurcations during human endoderm induction and patterning from pluripotent stem cells [Endoderm RNA-seq and ChIP-seq data sets]","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52657/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA229743",24412311,SRP033267,"Kyle M. Loh","Nov 22, 2013"
GSE52658,"Dynamic developmental signaling logic underlying lineage bifurcations during human endoderm induction and patterning from pluripotent stem cells","Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",60,,"BEDGRAPH;CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52658/suppl",24412311,,"Kyle M. Loh","Nov 22, 2013"
GSE41578,"Integrated analysis of transcript level regulation of metabolism during human adipocyte differentiation","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",55,,"WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41578/suppl",24198249,,"Merja Heinäniemi","Nov 19, 2013"
GSE41629,"Integrated analysis of transcript level regulation of metabolism during human adipocyte differentiation [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41629/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA177774",24198249,SRP016497,"Merja Heinäniemi","Nov 19, 2013"
GSE47784,"Cooperative transcriptional repression by BCL6 and BACH2 in germinal center B-cell differentiation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"BED;BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47784/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA207804",24277074,SRP024390,"Huimin Geng","Nov 17, 2013"
GSE33784,"Genome-wide maps of chromatin state in Williams-Beuren (WBS), Williams-Beuren Region duplication (WBRdupS), Smith-Magenis (DGS), DiGeorge (DGS) lymphoblastoid cell lines","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",10,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33784/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA148607",24265791,SRP009390,"Alexandre Reymond","Nov 16, 2013"
GSE51311,"Chromatin stretch enhancer states drive cell-specific gene regulation and harbor human disease risk variants (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51311/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA227219",24127591,SRP032815,"Francis S Collins","Nov 08, 2013"
GSE51312,"Chromatin stretch enhancer states drive cell-specific gene regulation and harbor human disease risk variants","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",13,,,,24127591,,"Francis S Collins","Nov 08, 2013"
GSE52179,"A genome-wide analysis of open chromatin in human tracheal epithelial cells reveals novel candidate regulatory elements for lung function (DNase-hypersensitivity)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52179/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA227110",22169360,SRP032784,"Ann Harris","Nov 08, 2013"
GSE52181,"A genome-wide analysis of open chromatin in human tracheal epithelial cells reveals novel candidate regulatory elements for lung function","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52181/suppl",22169360,,"Ann Harris","Nov 08, 2013"
GSE52098,"Identification of cell cycle-regulated genes periodically expressed in U2OS cells and their regulation by FOXM1 and E2F transcription factors [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52098/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA226675",24109597,SRP032544,"Gavin D Grant","Nov 06, 2013"
GSE52100,"Identification of cell cycle-regulated genes periodically expressed in U2OS cells and their regulation by FOXM1 and E2F transcription factors","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",93,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52100/suppl",24109597,,"Gavin D Grant","Nov 06, 2013"
GSE43152,"A unique epigenetic signature is associated with active DNA replication loci in human embryonic stem cells","Other;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43152/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA184729",24172870,SRP017690,"Siavash K Kurdistani","Nov 05, 2013"
GSE48374,"SUMOylation Regulates the Anti-Proliferative Gene Signature Programs of Glucocorticoid Receptor (ChIP-seq)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48374/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA209873",24194604,SRP026368,"Ville Paakinaho","Nov 05, 2013"
