Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE109820,"Early dynamics of ERa and GRHL2 binding on stimulation with estradiol","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BED;NARROWPEAK;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109820/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA432085",31084623,SRP131759,"Andrew Nicholas Holding","Jan 30, 2018"
GSE80154,"Enhancer invasion shapes MYCN dependent transcriptional amplification in neuroblastoma","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing;Other;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",144,,"BEDGRAPH;CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80154/suppl",29379199,,"James Bradner","Jan 29, 2018"
GSE90454,"Genetic determinants and epigenetic effects of pioneer factor binding [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing;Third-party reanalysis","Homo sapiens",44,,"TXT;XLSX;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90454/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA354651",29358654,SRP093788,"Sudhir Thakurela","Jan 29, 2018"
GSE90456,"Genetic determinants and epigenetic effects of pioneer factor binding","Other;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",78,,"BED;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90456/suppl",29358654,,"Sudhir Thakurela","Jan 29, 2018"
GSE92491,"Genetic determinants and epigenetic effects of pioneer factor binding [ChIP-seq 2]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA357687",29358654,SRP095244,"Sudhir Thakurela","Jan 29, 2018"
GSE92492,"Genetic determinants and epigenetic effects of pioneer factor binding [ChIP-BS-seq]","Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",5,,"BED;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92492/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA357689",29358654,SRP095242,"Sudhir Thakurela","Jan 29, 2018"
GSE103445,"Natural regulatory mutations elevate fetal globin via disruption of BCL11A or ZBTB7A binding","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"BED;BEDGRAPH;FA;GENOME;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103445/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA401837",29610478,SRP116907,"Merlin Crossley","Jan 29, 2018"
GSE100033,"Single-nucleus analysis of accessible chromatin in developing mouse forebrain reveals cell-type-specific transcriptional regulation","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens;Mus musculus",11,,"BW;MAT;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100033/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA390526",29434377;29497140,SRP133390,"Rongxin Fang","Jan 27, 2018"
GSE107726,"ChIP-seq analysis of H3K27ac, GATA1 and TAL1 in MYO1D hub vs non-hub enhancer knockout K562 cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107726/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421193",29507293,SRP126185,"Jian Xu","Jan 27, 2018"
GSE109619,"Regulation of the positive transcriptional effect of PLZF through a non-canonical EZH2 activity","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",15,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109619/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431542",29425303,SRP131214,"Estelle Duprez","Jan 26, 2018"
GSE109653,"HOXA9 cooperates with activated JAK/STAT signaling to drive leukemia development","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",32,,"BEDGRAPH;NARROWPEAK;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109653/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431601",29496663,SRP131197,"Sofie Demeyer","Jan 26, 2018"
GSE81942,"PRMT1 and CSNK1a1 control epidermal progenitor maintenance","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"BED;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81942/suppl",28943242,,"Yuning Wei","Jan 25, 2018"
GSE109575,"ChIP-seq analysis of histone H3K4me3, H3K27Ac and RNA polymerase II (RNApol II) in HuH-7 cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109575/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431417",,SRP131262,"Shenglin Huang","Jan 25, 2018"
GSE102616,"ZFX acts as a transcriptional activator in multiple types of human tumors by binding downstream of transcription start sites at the majority of CpG island promoters","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing","Homo sapiens",47,,"BEDGRAPH;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102616/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA398222",29429977,SRP115395,"Suhn K Rhie","Jan 24, 2018"
GSE109481,"Next Generation Sequencing based on the DNA fragment pulled down by p53 antibody (Santa Cruz, sc-126) from MCF7 wile type and MCF7 MDMX-C463A/WT cells.","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109481/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431182",,SRP131121,"Zhi-Min Yuan","Jan 24, 2018"
GSE109482,"Expression data and ChIP-seq from MCF7 wildtype and MCF7 MDMXC463A/WT cells","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Mus musculus",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109482/suppl",,,"Zhi-Min Yuan","Jan 24, 2018"
GSE109490,"Functional modulation of gene expression by TUC338 during growth of human","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",2,,"FA;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109490/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA431205",,SRP130897,"Tushar Patel","Jan 24, 2018"
GSE93626,"Che-1 is targeted by c-Myc to sustain proliferation in pre-B-cell acute lymphoblastic leukemia [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",4,,"BIGWIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93626/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA361309",29367285,SRP096766,"Matteo Pallocca","Jan 23, 2018"
GSE93628,"Che-1 is targeted by c-Myc to sustain proliferation in pre-B-cell acute lymphoblastic leukemia","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",31,,"BIGWIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93628/suppl",29367285,,"Matteo Pallocca","Jan 23, 2018"
GSE107730,"Genomic occupancy of the INO80 complex [II]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",11,,"BED;BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107730/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421202",29432129,SRP126191,"Jesse Raab","Jan 23, 2018"
GSE99943,"KSHV chromatin looping facilitates effective gene expression: high-resolution mapping of K-Rta binding sites in the KSHV genome [ChIP-seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99943/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA390170",29302027,SRP109031,"Clifford G. Tepper","Jan 22, 2018"
GSE99950,"KSHV chromatin looping facilitates effective gene expression: high-resolution mapping of K-Rta binding sites in the KSHV genome","Other;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99950/suppl",29302027,,"Clifford G. Tepper","Jan 22, 2018"
GSE80331,"TCF7L1 ChIP-seq in H9 human embryonic stem cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80331/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA318618",29361574,SRP073371,"Peter J Donovan","Jan 20, 2018"
GSE104464,"Next Generation Sequencing Facilitates Quantitative Analysis of ChIP-sequence of U2OS cells expressing FANCD2-3x FLAG under mild replication stress by low dose aphidicolin (APH)","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",6,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104464/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA412775",29394375,SRP119206,"Masamichi Ishiai","Jan 20, 2018"
GSE101512,"SLFN11 blocks stressed replication forks independently of ATR","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",14,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101512/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA394713",29395061,SRP112547,"Junko Murai","Jan 18, 2018"
GSE101516,"SLFN11 blocks stressed replication forks independently of ATR","Genome binding/occupancy profiling by high throughput sequencing;Other","Homo sapiens",22,,"BED","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101516/suppl",29395061,,"Junko Murai","Jan 18, 2018"
GSE109221,"H3K27me3 ChIP-Seq in LCLs cells with conditionally activated EBNA3C","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE109nnn/GSE109221/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA430249",,SRP131021,"Duy Nguyen","Jan 17, 2018"
GSE93662,"Genome-wide determinants of sequence-specific DNA binding","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens;Saccharomyces cerevisiae",62,,"GFF;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93662/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA361490",29563167,SRP096827,"Bongsoo Park","Jan 16, 2018"
GSE108881,"Histone Modification during MERS-CoV and H5N1 infection","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",8,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108881/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA428999",29339515,SRP128562,"Alexandra Schaefer","Jan 16, 2018"
GSE57236,"PRKCI regulates tumor microenvironment through YAP1 [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1,,"WIG;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57236/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA246047",,SRP041617,"Kadir Caner Akdemir","Jan 15, 2018"
GSE57258,"PRKCI regulates tumor microenvironment through YAP1","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57258/suppl",,,"Kadir Caner Akdemir","Jan 15, 2018"
GSE74230,"Positively selected enhancer elements endow tumor cells with metastatic competence","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",91,,"BED;BW;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74230/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA299597",29334376,SRP065191,"Peter Scacheri","Jan 15, 2018"
GSE101477,"ISL1-binding sites in human ES cell-derived cardiomyocyte progenitor cells identified by ChIP-seq upon cardiac differentiation","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE101nnn/GSE101477/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA394527",29337667,SRP111980,"Frank Rühle","Jan 15, 2018"
GSE107223,"Transcript-indexed ATAC-seq reveals paired single-cell T cell receptor identity and chromatin accessibility for precision immune profiling [Ensembl]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",16,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107223/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA419362",,SRP125402,"Ansuman Satpathy","Jan 15, 2018"
GSE107816,"Transcript-indexed ATAC-seq reveals paired single-cell T cell receptor identity and chromatin accessibility for precision immune profiling [single cell]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1344,,"CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107816/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA421486",,SRP126342,"Ansuman Satpathy","Jan 15, 2018"
GSE107817,"Transcript-indexed ATAC-seq reveals paired single-cell T cell receptor identity and chromatin accessibility for precision immune profiling","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",1360,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107817/suppl",,,"Ansuman Satpathy","Jan 15, 2018"
GSE97512,"ARID5B ChIP-seq in Jurkat","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",2,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97512/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA382152",29326336,SRP103739,"Takaomi Sanda","Jan 12, 2018"
GSE97514,"Oncogenic roles of ARID5B in T-ALL","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",21,,"BW","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97514/suppl",29326336,,"Takaomi Sanda","Jan 12, 2018"
GSE100074,"Discovery of naturally occurring ESR1 mutations during acquisition of resistance to endocrine therapy in widely used estrogen receptor positive breast cancer cell lines [ChIP-Seq]","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",12,,"XLS;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100074/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA390635",29192207,SRP109285,"Eugene Schuster","Jan 12, 2018"
GSE100076,"Discovery of naturally occurring ESR1 mutations during acquisition of resistance to endocrine therapy in widely used estrogen receptor positive breast cancer cell lines","Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",27,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100076/suppl",29192207,,"Eugene Schuster","Jan 12, 2018"
GSE95023,"Regulatory elements governing neurogenesis and proliferation in developing human neocortex","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",19,,"BED;CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95023/suppl",29307494,,"Jason L Stein","Jan 11, 2018"
GSE102004,"ATF6 safeguards organelle homeostasis and cellular aging in human mesenchymal stem cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",52,,"BW;CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102004/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA396193",29423270,SRP113770,"Boqiang John Hu","Jan 11, 2018"
GSE104690,"A Non-canonical BCOR-PRC1.1 Complex Represses Differentiation Programs in Human ESCs","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",42,,"BIGWIG;BROADPEAK;CSV;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104690/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA413520",29337181,SRP119523,"Micah Gearhart","Jan 11, 2018"
GSE104754,"LSD1 activation promotes inducible EMT programs and modulates the tumour microenvironment in breast cancer","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",3,,"BED;BEDGRAPH;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104754/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA413778",29311580,SRP119656,"Kristine Hardy","Jan 11, 2018"
GSE104755,"The role of LSD1 in Epithelial to Mesenchymal Transition: gene expression profiling and ChIP-seq","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",7,,"BED;BEDGRAPH;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104755/suppl",29311580,,"Kristine Hardy","Jan 11, 2018"
GSE86855,"A cytoplasmic COMPASS is necessary for cell survival and triple-negative breast cancer pathogenesis by regulating metabolism","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",36,,"BW;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86855/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA342781",29138278,SRP089784,"Ali Shilatifard","Jan 10, 2018"
GSE108976,"Genome-wide maps of histone modification and chromatin remodeler binding in acute myeloid leukemia blast cells and normal hematopoietic cells","Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",24,,"BED;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108976/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA429274",29483235,SRP128587,"Amitava Sengupta","Jan 10, 2018"
GSE74863,"Expression data and HIRA ChIP-seq data from interferon treated IMR90 cells","Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",22,,"BIGWIG;TXT;SRA Run Selector","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74863/suppl;https://www.ncbi.nlm.nih.gov/Traces/study/?acc=PRJNA301692",,SRP066000,"Peter Adams","Jan 09, 2018"
